Lutz Heuser,SAP Corporate Research Walldorf,The Relevance of Management of Business Processes and Orchestration,2009,no Author no Title,no Date,0,0,0,1
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Henze, N., Naceur, K., Nejdl, W., Wolpers, M. Adaptive Hyperbooks for Constructivist Teaching",1999,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"OMG ”Business Process Model and Notation, V 2",2011,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Novak, J., Canas, A.J. The theory underlying concept maps and how to construct them",2006,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Recker, J., Dreiling, A. Does It Matter Which Process Modelling Language We Teach or Use? An Experimental Study on Understanding Process Modelling Languages without Formal Education",2007,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Recker, J., Rosemann, M. Teaching Business Process Modelling: Experiences and Recommendations",2009,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Röder, S. Eine Architektur für individualisierbare computergestützte Lernumgebungen",2003,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Schulmeister, R. Grundlagen hypermedialer Lernsysteme",1996,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Siau, K. Informational and Computational Equivalence in Comparing Information Modeling Methods",2004,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Stary, C. Evidence-Based ",2011,1,1,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Totter, A., Stütz, D., Grote, G. ICT and Schools: Identification of Factors Influencing the use of new Media in Vocational Training Schools",2006,1,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Vouk, M.A., Bitzer, D.L., Klevans, R.L. Workflow and End-User Quality of Service",1999,0,0,0,0
Matthias Neubauer,"Department of Business, Information Systems – Communications Engineering Johannes Kepler University Linz",E-Learning Support for Business Process Modeling: Linking Modeling Language Concepts to General Modeling Concepts and Vice Versa,2012,"Ziegler, K., Hofmann, F., Astleitner, H. Selbstreguliertes Lernen und Internet",2003,0,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"vom Brocke, J., Rosemann, M. (eds.) Handbook on Business Process Management",2010,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Fischer, H., Fleischmann, A., Obermeier, S. Geschaeftsprozesse realisieren",2006,1,1,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Fleischmann, A., et al. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Fleischmann, A., Stary, C. Whom to talk to? a stakeholder perspective on business process management",2011,1,1,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Horvath, Partner (eds.) Prozessmanagement umsetzen",2005,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,OMG Business process model and notation ,2011,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Scheer, A.W. ARIS-Vom Geschäftsprozess zum Anwendungssystem, 4th edn",2001,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Sharp, A., McDermott, P. Workflow Modeling",2009,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Slama, D., Nelius, R. Enterprise BPM",2011,0,0,1,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,From Subject-Phase Model Based Process Specifications to an Executable Workflow,2012,"Snabe, J., Rosenberg, A., Miller, C., Scavillo, M. Business Process Management, The SAP Roadmap, 4th edn",2001,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Dourish, P. Using Metalevel Techniques in a Flexible Toolkit for CSCW Applications",1998,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Dourish, P. Using Metalevel Techniques in a Flexible Toolkit for CSCW Applications",1998,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Buhalis, D., Owen, R. Business Process Reengineering",2010,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Buhalis, D., Owen, R. Business Process Reengineering",2010,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Powell, T.C. Total Quality Management as Competitive Advantage: A Review and Empirical Study",1995,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Powell, T.C. Total Quality Management as Competitive Advantage: A Review and Empirical Study",1995,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Nakamura, S., Tan, T., Hirayama, T., Kawai, H., Komiyama, S., Hosaka, S., Nakamura, M., Yuki, K. CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,1,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Nakamura, S., Tan, T., Hirayama, T., Kawai, H., Komiyama, S., Hosaka, S., Nakamura, M., Yuki, K. CGAA/EES at NEC Corporation, Powered by S-BPM: The Subject-Oriented BPM Development Technique Using Top-Down Approach",2011,1,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Ukelson, J. What to do when modeling doesn’t work",2010,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Ukelson, J. What to do when modeling doesn’t work",2010,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Hill, J. Gartner Reveals Five Business Process Management Predictions for 2010 and Beyond",2010,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Hill, J. Gartner Reveals Five Business Process Management Predictions for 2010 and Beyond",2010,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Swenson, K.D. Mastering the Unpredictable",2010,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Swenson, K.D. Mastering the Unpredictable",2010,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Huth, C., Tas, N., Erdmann, I., Nastansky, L. GroupProcess: Graphisch interaktives Management von Ad-hoc-Geschäftsprozessen im Web",2003,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Huth, C., Tas, N., Erdmann, I., Nastansky, L. GroupProcess: Graphisch interaktives Management von Ad-hoc-Geschäftsprozessen im Web",2003,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Muehlen, M.z., Su, J. (eds.) BPM 2010 Workshops",2011,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Muehlen, M.z., Su, J. (eds.) BPM 2010 Workshops",2011,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Keremans, M. Case Management Is a Challenging BPMS Use Case, Gartner Inc",0016,0,0,1,1
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Keremans, M. Case Management Is a Challenging BPMS Use Case, Gartner Inc",0016,0,0,1,1
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Wikipedia, Knowledge worker, <span class=""ExternalRef""><a target=""_blank"" rel=""noopener"" href=""http /en",2011,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Wikipedia, Knowledge worker, <span class=""ExternalRef""><a target=""_blank"" rel=""noopener"" href=""http /en",2011,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Herrmann, C., Kurz, M. Adaptive Case Management: Supporting Knowledge Intensive Processes with IT Systems",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Herrmann, C., Kurz, M. Adaptive Case Management: Supporting Knowledge Intensive Processes with IT Systems",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Swenson, K.D. Historical perspective",2010,0,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Swenson, K.D. Historical perspective",2010,0,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Reichert, M., Dadam, P. ADEPTflex – Supporting Dynamic Changes of Workflows Without Loosing Control",1998,1,0,1,0
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Reichert, M., Dadam, P. ADEPTflex – Supporting Dynamic Changes of Workflows Without Loosing Control",1998,1,0,1,0
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Cantara, M., Hill, J. Signs That a BPMS Vendor Is Following One or More Technology Evolutionary Paths, Gartner Inc",0016,0,0,1,1
Nils Meyer,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Cantara, M., Hill, J. Signs That a BPMS Vendor Is Following One or More Technology Evolutionary Paths, Gartner Inc",0016,0,0,1,1
Robert Gottanka,Metasonic AG Pfaffenhofen,ModelAsYouGo: (Re-) Design of S-BPM Process Models during Execution Time,2012,"Dixon, J., Jones, T. Hype Cycle for Business Process Management, Gartner Inc",0021,0,0,1,1
