Lutz Heuser,SAP Corporate Research Walldorf,2009,The Relevance of Management of Business Processes and Orchestration,no Author no Title,no Date,0,0,1
Jörg Rodenhagen and Florian Strecker,Acando GmbH Hamburg,2010,Using Multi-subjects for Process Synchronization on Different Abstraction Levels,"Wohed, P., van der Aalst, W.M.P., Dumas, M., ter Hofstede, A.H.M., Russell, N. Pattern-based analysis of the control-flow perspective of UML activity diagrams",2005,0,0,0
Jörg Rodenhagen and Florian Strecker,Acando GmbH Hamburg,2010,Using Multi-subjects for Process Synchronization on Different Abstraction Levels,"Fleischmann, A. Distributed Systems: Software design and Implementation",1994,0,0,0
Jörg Rodenhagen and Florian Strecker,Acando GmbH Hamburg,2010,Using Multi-subjects for Process Synchronization on Different Abstraction Levels,Object Management Group (OMG) UML Version 2,2010,0,0,0
Stephan H. Sneed,Metasonic AG Pfaffenhofen,2010,Exporting Natural Language: Generating NL Sentences Out of S-BPM Process Models,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2010,0,0,0
Stephan H. Sneed,Metasonic AG Pfaffenhofen,2010,Exporting Natural Language: Generating NL Sentences Out of S-BPM Process Models,"Pollard, C., Sag, I. Information based syntax and semantics, CSLI Lecture Notes Number 13, Stanford ",1987,0,0,0
Stephan H. Sneed,Metasonic AG Pfaffenhofen,2010,Exporting Natural Language: Generating NL Sentences Out of S-BPM Process Models,"Fanselow, G., Felix, S. Sprachtheorie 2",1987,0,0,0
Stephan H. Sneed,Metasonic AG Pfaffenhofen,2010,Exporting Natural Language: Generating NL Sentences Out of S-BPM Process Models,"Rupp, C. Reuirements Engineering und Management",2007,0,0,0
Stephan H. Sneed,Metasonic AG Pfaffenhofen,2010,Exporting Natural Language: Generating NL Sentences Out of S-BPM Process Models,"Sneed, H. Der Systemtest ",2009,0,0,0
Peter Kesch,Metasonic AG Pfaffenhofen,2010,Business Objects as a Mediator between Processes and Data,"Kudraß, T. Taschenbuch Datenbanken",2007,0,0,0
Peter Kesch,Metasonic AG Pfaffenhofen,2010,Business Objects as a Mediator between Processes and Data,"Dogac, A., Özsu, M., Biliris, A., Sellis, T. Advances in Object-Oriented Database Systems",1994,0,0,0
Peter Kesch,Metasonic AG Pfaffenhofen,2010,Business Objects as a Mediator between Processes and Data,"Leon, A. ERP Demystified",2008,0,0,0
Peter Kesch,Metasonic AG Pfaffenhofen,2010,Business Objects as a Mediator between Processes and Data,"Atkinson, M., Bancilhon, F., DeWitt, D., Dittrich, K., Maier, D., Zdonik, S. The Object-Oriented Database System Manifesto",1989,0,0,0
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"Gromoff, A.I., Chebotarev, V.G. Evolution of the approaches to business process management",2010,0,0,0
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"OGC - Office of Government Commerce, Adams, S. ITIL V3 foundation handbook<span class=""Occurrences""><span class=""Occurrence OccurrenceGS""><a target=""_blank"" rel=""noopener"" class=""google-scholar-link gtm-reference"" data-reference-type=""Google Scholar"" href=""https /scholar",9000,0,0,1
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"Roussey, R. Management Guidelines for COBIT",2000,0,0,0
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"Autonomy Interwoven Achieving Compliance and Governance in IT Operations - Sarbanes-Oxley Regulations (ITIL, COSO, CobiT) Executive White Paper (2006)<span class=""Occurrences""><span class=""Occurrence OccurrenceGS""><a target=""_blank"" rel=""noopener"" class=""google-scholar-link gtm-reference"" data-reference-type=""Google Scholar"" href=""https /scholar",2820,0,0,1
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"Chebotarev, V.G., Borodina, E., Grigoryev, D.M. Features of the subject-oriented Business Process Modeling",2010,0,0,0
Yuliya Stavenko and Alexander Gromoff,National Research University Higher School of Economic Moscow,2010,A Study of the Subject-Oriented Approach for Automation and Process Modeling of a Service Company,"Fleischmann, A., Lippe, S., Meyer, N., Stary, C. Coherent Task Modeling and Execution Based on Subject-Oriented Representations",2009,0,0,0
Thomas J. Olbrich,taraneon Consulting Group GbR Frankfurt am Main,2010,Why We Need to Re-think Current BPM Research Issues,"Rosemann, M., Zur Muehlen, M. Modellierung der Aufbauorganisation in Workflow-Management-Systemen: Kritische Bestandsaufnahme und Gestaltungsvorschlaege ",1997,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Hammer, M. Hershman w",2010,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Dayal, U., et al. (eds.) BPM 2009",5701,0,0,1
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Hull, R., et al. (eds.) BPM 2010",6336,0,0,1
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Hofstede, A. (ed.) BPM Workshops 2007",4928,0,0,1
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"ul Haq, I., et al. Aggregating Hierarchical Service Level Agreements in Business Value Networks",2009,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"vom Brocke, Jan, et al. ",2010,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Silver, B. BPMN Method and Style",2009,0,0,0
Albert Fleischmann,Metasonic AG Pfaffenhofen,2010,Do We Need to Re-think Current BPM Research Issues?,"Freund, J., Rücker, B. Praxishandbuch BPMN 2",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"van der Aalst, W.M.P., ter Hofstede, A.H.M., Weske, M. Business process management: A survey",2003,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"vom Brocke, J., Roesemann, M. Foreword",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Bunge, M. Philosophy of Science: From Explanation to Justification",1998,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Bunge, M. Philosophy of Science: From Problem to Theory",1998,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Bunge, M. The GST Challenge to the Classical Philosophies of Science",2001,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Davenport, T.H. Process innovation: Reengineering work through information technology",1993,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Hammer, M. What is Business Process Management? In: Handbook on Business Process Management",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Hammer, M., Champy, J. Reengineering the Corporation: A Manifesto for Business Revolution",1993,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Hammer, M., Hershman, L.W. Faster, cheaper, better",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Kohlbacher, M. The effects of process orientation: a literature review",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Kosiol, E. Organisation der Unternehmung",1962,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Nordsieck, F. Die schaubildliche Erfassung und Untersuchung der Betriebsorganisation",1932,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Nordsieck, F. Grundlagen der Organisationslehre",1934,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Olbrich, T.J. Why we need to re-think current BPM research issues",2010,0,0,0
Robert Singer and Erwin Zinser,FH JOANNEUM – University of Applied Sciences Graz,2010,Business Process Management – Do We Need a New Research Agenda?,"Palmberg, K. Experiences of implementing process management: a multiple-case study",2010,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE– Setting the Stage for Subject-Oriented Business Process Management 2009",2010,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Carnap, R. An Introduction to the Philosophy of Science",1994,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Chalmers, A. Science and Its Fabrication",1990,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Chakraborthy, D. Extending the Reach of Business Processes",2004,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Davidoff, F., Haynes, B., Sackett, D., Smith, R. Evidence based Medicine: A new Journal to Help Doctors Identify the Information they Need",1085,0,0,1
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Fleischmann, A., Stary, C. Whom to Talk to? A Stakeholder Perspective on Business Process Development",2011,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Haeckel, S.S. Adaptive Enterprise: Creating and Leading Sense-AND-Respond Organizations",1999,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Havey, M. Essential Business Process Modeling",2005,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Kuhn, T. The Structure of Scientific Revolutions",1962,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Laudon, K.-C., Laudon, J.P. Essentials of Management Information Systems: Managing the Digital Firm, 6th edn",2005,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Lewis, M., Young, B., Mathiassen, L., Rai, A., Welke, R. Business Process Innovation based on Stakeholder Perceptions",2007,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Neubauer, M., Oppl, S., Stary, C. Towards Intuitive Modeling of Business Processes: Prospects for Flow- and Natural-Language Orientation",2009,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Rouse, W.B. (ed.) Enterprise Transformation: Understanding and enabling Fundamental Change",2006,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Sackett, D.L., Rosenberg, W.M.C., Gray, J.A.M., Haynes, R.B., Richardson, W.S. Evidence based Medicine: What it Is and What it Isn’t ",1996,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Sackett, D.L., Straus, S.E., Richardson, W.S., Rosenberg, W., Haynes, R.B. Evidence-based Medicine: How to Practice and Teach EBM",2000,0,0,0
Christian Stary,"Department of Business Information Systems - Communications Engineering, Competence Center Knowledge Management Kepler University Linz",2011,Evidence-Based (S-)BPM Education,"Scheer, A.-W. ARIS - Modellierungsmethoden, Metamodelle, Anwendungen, 4th edn",2001,0,0,0
